Date,Price,Open,High,Low,Vol.,Change %
2/16/2022,299.5,298.37,300.87,293.68,29.98M,-0.32%
2/17/2022,290.73,296.36,296.8,290,32.46M,-2.93%
2/18/2022,287.93,293.05,293.86,286.31,34.26M,-0.96%
2/22/2022,287.72,285,291.54,284.5,41.74M,-0.07%
2/23/2022,280.27,290.18,291.7,280.1,37.81M,-2.59%
2/24/2022,294.59,272.51,295.16,271.52,56.99M,5.11%
2/25/2022,297.31,295.14,297.63,291.65,32.55M,0.92%
2/28/2022,298.79,294.31,299.14,293,34.63M,0.50%
3/1/2022,294.95,296.4,299.97,292.15,31.22M,-1.29%
3/2/2022,300.19,295.36,301.47,293.7,31.87M,1.78%
3/3/2022,295.92,302.89,303.13,294.05,27.31M,-1.42%
3/4/2022,289.86,294.29,295.66,287.17,32.37M,-2.05%
3/7/2022,278.91,288.53,289.69,278.53,43.16M,-3.78%
3/8/2022,275.85,277.8,283.96,270,48.16M,-1.10%
3/9/2022,288.5,283.44,289.6,280.78,35.20M,4.59%
3/10/2022,285.59,283.02,286.6,280.58,30.63M,-1.01%
3/11/2022,280.07,287.96,289.51,279.43,27.21M,-1.93%
3/14/2022,276.44,280.34,285.4,275.82,30.66M,-1.30%
3/15/2022,287.15,280.35,287.82,278.73,34.25M,3.87%
3/16/2022,294.39,289.11,294.57,283.2,37.83M,2.52%
3/17/2022,295.22,293.29,295.61,289.37,30.82M,0.28%
3/18/2022,300.43,295.37,301,292.73,43.39M,1.76%
3/21/2022,299.16,298.89,300.14,294.9,28.35M,-0.42%
3/22/2022,304.06,299.8,305,298.77,27.60M,1.64%
3/23/2022,299.49,300.51,303.23,297.72,25.72M,-1.50%
3/24/2022,304.1,299.14,304.2,298.31,24.48M,1.54%
3/25/2022,303.68,305.23,305.5,299.29,22.57M,-0.14%
3/28/2022,310.7,304.33,310.8,304.33,29.58M,2.31%
3/29/2022,315.41,313.91,315.82,309.05,30.39M,1.52%
3/30/2022,313.86,313.76,315.95,311.58,28.16M,-0.49%
3/31/2022,308.31,313.9,315.14,307.89,33.42M,-1.77%
4/1/2022,309.42,309.37,310.13,305.54,27.11M,0.36%
4/4/2022,314.97,310.09,315.11,309.71,24.34M,1.79%
4/5/2022,310.88,313.27,314.87,309.87,23.16M,-1.30%
4/6/2022,299.5,305.19,307,296.71,40.11M,-3.66%
4/7/2022,301.37,296.66,303.65,296.35,31.41M,0.62%
4/8/2022,296.97,300.44,301.12,296.28,24.36M,-1.46%
4/11/2022,285.26,291.79,292.61,285,34.57M,-3.94%
4/12/2022,282.06,289.24,290.74,280.49,30.97M,-1.12%
4/13/2022,287.62,282.73,288.58,281.3,21.91M,1.97%
4/14/2022,279.83,288.09,288.31,279.32,28.22M,-2.71%
4/18/2022,280.52,278.91,282.46,278.34,20.78M,0.25%
4/19/2022,285.3,279.38,286.17,278.41,22.30M,1.70%
4/20/2022,286.36,289.4,289.7,285.37,22.91M,0.37%
4/21/2022,280.81,288.58,293.3,280.06,29.45M,-1.94%
4/22/2022,274.03,281.68,283.2,273.38,29.41M,-2.41%
4/25/2022,280.72,273.29,281.11,270.77,35.68M,2.44%
4/26/2022,270.22,277.5,278.36,270,46.52M,-3.74%
4/27/2022,283.22,282.1,290.97,279.16,63.48M,4.81%
4/28/2022,289.63,285.19,290.98,281.46,33.65M,2.26%
4/29/2022,277.52,288.61,289.88,276.5,37.07M,-4.18%
5/2/2022,284.47,277.71,284.94,276.22,35.15M,2.50%
5/3/2022,281.78,283.96,284.13,280.15,25.98M,-0.95%
5/4/2022,289.98,282.59,290.88,276.73,33.60M,2.91%
5/5/2022,277.35,285.54,286.35,274.34,43.26M,-4.36%
5/6/2022,274.73,274.81,279.25,271.27,37.78M,-0.94%
5/9/2022,264.58,270.06,272.36,263.32,47.73M,-3.69%
5/10/2022,269.5,271.69,273.75,265.07,39.34M,1.86%
5/11/2022,260.55,265.68,271.36,259.3,48.98M,-3.32%
5/12/2022,255.35,257.69,259.88,250.02,51.03M,-2.00%
5/13/2022,261.12,257.35,263.04,255.35,34.93M,2.26%
5/16/2022,261.5,259.95,265.82,255.78,32.55M,0.15%
5/17/2022,266.82,266.11,268.33,262.46,28.83M,2.03%
5/18/2022,254.08,263,263.6,252.77,31.36M,-4.77%
5/19/2022,253.14,253.9,257.67,251.88,32.69M,-0.37%
5/20/2022,252.56,257.24,258.54,246.44,39.20M,-0.23%
5/23/2022,260.65,255.49,261.5,253.43,33.18M,3.20%
5/24/2022,259.62,257.89,261.33,253.5,29.04M,-0.40%
5/25/2022,262.52,258.14,264.58,257.12,28.55M,1.12%
5/26/2022,265.9,262.27,267.11,261.43,25.00M,1.29%
5/27/2022,273.24,268.48,273.34,267.56,26.91M,2.76%
5/31/2022,271.87,272.53,274.77,268.93,37.83M,-0.50%
6/1/2022,272.42,275.19,277.69,270.04,25.29M,0.20%
6/2/2022,274.58,264.45,274.65,261.6,44.01M,0.79%
6/3/2022,270.02,270.31,273.45,268.41,28.06M,-1.66%
6/6/2022,268.75,272.06,274.18,267.22,22.40M,-0.47%
6/7/2022,272.5,266.63,273.13,265.94,22.86M,1.40%
6/8/2022,270.41,271.71,273,269.61,17.37M,-0.77%
6/9/2022,264.79,267.78,272.71,264.63,26.44M,-2.08%
6/10/2022,252.99,260.58,260.58,252.53,31.45M,-4.46%
6/13/2022,242.26,245.11,249.02,241.53,46.14M,-4.24%
6/14/2022,244.49,243.86,245.74,241.51,28.65M,0.92%
6/15/2022,251.76,248.31,255.3,246.42,33.11M,2.97%
6/16/2022,244.97,245.98,247.42,243.02,33.17M,-2.70%
6/17/2022,247.65,244.7,250.5,244.03,43.08M,1.09%
6/21/2022,253.74,250.25,254.75,249.51,29.93M,2.46%
6/22/2022,253.13,251.89,257.17,250.37,25.96M,-0.24%
6/23/2022,258.86,255.57,259.37,253.63,25.86M,2.26%
6/24/2022,267.7,261.81,267.98,261.72,33.92M,3.41%
6/27/2022,264.89,268.2,268.3,263.28,24.62M,-1.05%
6/28/2022,256.48,263.98,266.91,256.32,27.38M,-3.17%
6/29/2022,260.26,257.59,261.97,255.76,20.07M,1.47%
6/30/2022,256.83,257.05,259.53,252.9,31.73M,-1.32%
7/1/2022,259.58,256.39,259.77,254.61,22.84M,1.07%
7/5/2022,262.85,256.16,262.98,254.74,22.97M,1.26%
7/6/2022,266.21,263.75,267.99,262.4,23.82M,1.28%
7/7/2022,268.4,265.12,269.06,265.02,20.86M,0.82%
7/8/2022,267.66,264.79,268.1,263.29,19.66M,-0.28%
7/11/2022,264.51,265.65,266.53,262.18,19.52M,-1.18%
7/12/2022,253.67,265.88,265.94,252.04,35.87M,-4.10%
7/13/2022,252.72,250.19,253.55,248.11,29.50M,-0.37%
7/14/2022,254.08,250.57,255.14,245.94,25.10M,0.54%
7/15/2022,256.72,255.72,260.37,254.77,29.77M,1.04%
7/18/2022,254.25,259.75,260.84,253.3,20.98M,-0.96%
7/19/2022,259.53,257.57,259.72,253.68,25.01M,2.08%
7/20/2022,262.27,259.9,264.87,258.91,22.79M,1.06%
7/21/2022,264.84,259.79,264.89,257.03,22.40M,0.98%
7/22/2022,260.36,265.24,265.33,259.07,21.88M,-1.69%
7/25/2022,258.83,261,261.5,256.81,21.06M,-0.59%
7/26/2022,251.9,259.86,259.88,249.57,39.35M,-2.68%
7/27/2022,268.74,261.16,270.05,258.85,45.99M,6.69%
7/28/2022,276.41,269.75,277.84,267.87,33.46M,2.85%
7/29/2022,280.74,277.7,282,276.63,32.15M,1.57%
8/1/2022,278.01,277.82,281.28,275.84,21.54M,-0.97%
8/2/2022,274.82,276,277.89,272.38,22.75M,-1.15%
8/3/2022,282.47,276.76,283.5,276.61,23.52M,2.78%
8/4/2022,283.65,281.8,283.8,280.17,18.10M,0.42%
8/5/2022,282.91,279.15,283.65,278.68,16.77M,-0.26%
8/8/2022,280.32,284.05,285.92,279.32,18.76M,-0.92%
8/9/2022,282.3,279.64,283.08,277.61,23.41M,0.71%
8/10/2022,289.16,288.17,289.81,286.94,24.69M,2.43%
8/11/2022,287.02,290.85,291.21,286.51,20.07M,-0.74%
8/12/2022,291.91,288.48,291.91,286.94,22.62M,1.70%
8/15/2022,293.47,291,294.18,290.11,18.09M,0.53%
8/16/2022,292.71,291.99,294.04,290.42,18.10M,-0.26%
8/17/2022,291.32,289.74,293.35,289.47,18.25M,-0.47%
8/18/2022,290.17,290.19,291.91,289.08,17.19M,-0.39%
8/19/2022,286.15,288.9,289.25,285.56,20.57M,-1.39%
8/22/2022,277.75,282.08,282.46,277.22,25.06M,-2.94%
8/23/2022,276.44,276.44,278.86,275.4,17.53M,-0.47%
8/24/2022,275.79,275.41,277.23,275.11,18.14M,-0.24%
8/25/2022,278.85,277.33,279.02,274.52,16.58M,1.11%
8/26/2022,268.09,279.08,280.34,267.98,27.55M,-3.86%
8/29/2022,265.23,265.85,267.4,263.85,20.34M,-1.07%
8/30/2022,262.97,266.67,267.05,260.66,22.77M,-0.85%
8/31/2022,261.47,265.39,267.11,261.33,24.79M,-0.57%
9/1/2022,260.4,258.87,260.89,255.41,23.26M,-0.41%
9/2/2022,256.06,261.69,264.74,254.47,22.86M,-1.67%
9/6/2022,253.25,256.2,257.83,251.94,21.33M,-1.10%
9/7/2022,258.09,254.7,258.83,253.22,24.13M,1.91%
9/8/2022,258.52,257.51,260.43,254.79,20.32M,0.17%
9/9/2022,264.46,260.5,265.23,260.29,22.09M,2.30%
9/12/2022,266.65,265.78,267.45,265.16,18.75M,0.83%
9/13/2022,251.99,258.84,260.4,251.59,33.35M,-5.50%
9/14/2022,252.22,253.53,254.23,249.86,23.91M,0.09%
9/15/2022,245.38,249.77,251.4,244.02,31.53M,-2.71%
9/16/2022,244.74,244.26,245.3,242.06,39.79M,-0.26%
9/19/2022,244.52,242.47,245.14,240.85,26.83M,-0.09%
9/20/2022,242.45,242.06,243.51,239.64,26.66M,-0.85%
9/21/2022,238.95,244.27,247.66,238.9,28.63M,-1.44%
9/22/2022,240.98,237.87,243.86,237.57,31.06M,0.85%
9/23/2022,237.92,239.54,241.13,235.2,34.18M,-1.27%
9/26/2022,237.45,237.04,241.45,236.9,27.69M,-0.20%
9/27/2022,236.41,239.98,241.8,234.5,27.02M,-0.44%
9/28/2022,241.07,236.81,242.33,234.73,29.03M,1.97%
9/29/2022,237.5,238.89,239.95,234.41,27.48M,-1.48%
9/30/2022,232.9,238.29,240.54,232.73,35.69M,-1.94%
10/3/2022,240.74,235.41,241.61,234.66,28.88M,3.37%
10/4/2022,248.88,245.09,250.36,244.97,34.89M,3.38%
10/5/2022,249.2,245.99,250.58,244.1,20.35M,0.13%
10/6/2022,246.79,247.93,250.34,246.08,20.24M,-0.97%
10/7/2022,234.24,240.9,241.32,233.17,37.77M,-5.09%
10/10/2022,229.25,233.05,234.56,226.73,29.74M,-2.13%
10/11/2022,225.41,227.62,229.06,224.11,30.47M,-1.68%
10/12/2022,225.75,225.4,227.86,223.96,21.90M,0.15%
10/13/2022,234.24,219.85,236.1,219.13,42.55M,3.76%
10/14/2022,228.56,235.54,237.24,228.34,30.20M,-2.42%
10/17/2022,237.53,235.82,238.96,235.13,28.14M,3.92%
10/18/2022,238.5,243.24,243.93,235.37,26.33M,0.41%
10/19/2022,236.48,237.04,239.61,234.29,19.99M,-0.85%
10/20/2022,236.15,235.77,241.31,234.87,21.81M,-0.14%
10/21/2022,242.12,234.74,243,234.5,26.30M,2.53%
10/24/2022,247.25,243.76,247.84,241.29,24.91M,2.12%
10/25/2022,250.66,247.26,251.04,245.83,34.78M,1.38%
10/26/2022,231.32,231.17,238.3,230.06,82.68M,-7.72%
10/27/2022,226.75,231.04,233.69,225.78,40.42M,-1.98%
10/28/2022,235.87,226.24,236.6,226.05,40.65M,4.02%
10/31/2022,232.13,233.76,234.92,231.15,28.36M,-1.59%
11/1/2022,228.17,234.6,235.74,227.32,30.59M,-1.71%
11/2/2022,220.1,229.46,231.3,220.04,38.41M,-3.54%
11/3/2022,214.25,220.09,220.41,213.98,36.63M,-2.66%
11/4/2022,221.39,217.55,221.59,213.43,36.79M,3.33%
11/7/2022,227.87,221.99,228.41,221.28,33.50M,2.93%
11/8/2022,228.87,228.7,231.65,225.84,28.19M,0.44%
11/9/2022,224.51,227.37,228.63,224.33,27.85M,-1.91%
11/10/2022,242.98,235.43,243.33,235,46.27M,8.23%
11/11/2022,247.11,242.99,247.99,241.93,34.62M,1.70%
11/14/2022,241.55,241.99,243.91,239.21,31.12M,-2.25%
11/15/2022,241.97,245.66,247,240.03,31.39M,0.17%
11/16/2022,241.73,242.79,243.8,240.42,24.09M,-0.10%
11/17/2022,241.68,237.78,243.25,237.63,23.12M,-0.02%
11/18/2022,241.22,243.51,243.74,239.03,27.61M,-0.19%
11/21/2022,242.05,241.43,244.67,241.19,26.39M,0.34%
11/22/2022,245.03,243.59,245.31,240.71,19.67M,1.23%
11/23/2022,247.58,245.1,248.28,244.27,19.51M,1.04%
11/25/2022,247.49,247.31,248.7,246.73,9.20M,-0.04%
11/28/2022,241.76,246.08,246.65,240.8,24.81M,-2.32%
11/29/2022,240.33,241.4,242.79,238.21,17.96M,-0.59%
11/30/2022,255.14,240.57,255.33,239.86,47.59M,6.16%
12/1/2022,254.69,253.87,256.12,250.92,26.04M,-0.18%
12/2/2022,255.02,249.82,256.06,249.69,21.53M,0.13%
12/5/2022,250.2,252.01,253.82,248.06,23.44M,-1.89%
12/6/2022,245.12,250.82,251.86,243.78,22.46M,-2.03%
12/7/2022,244.37,244.83,246.16,242.21,20.48M,-0.31%
12/8/2022,247.4,244.84,248.74,243.06,22.61M,1.24%
12/9/2022,245.42,244.7,248.31,244.16,20.61M,-0.80%
12/12/2022,252.51,247.45,252.54,247.17,30.67M,2.89%
12/13/2022,256.92,261.69,263.92,253.07,42.20M,1.75%
12/14/2022,257.22,257.13,262.59,254.31,35.41M,0.12%
12/15/2022,249.01,253.72,254.2,247.34,35.57M,-3.19%
12/16/2022,244.69,248.55,249.84,243.51,86.10M,-1.73%
12/19/2022,240.45,244.86,245.21,238.71,29.70M,-1.73%
12/20/2022,241.8,239.4,242.91,238.42,25.15M,0.56%
12/21/2022,244.43,241.69,245.62,240.11,23.69M,1.09%
12/22/2022,238.19,241.26,241.99,233.87,28.65M,-2.55%
12/23/2022,238.73,236.11,238.87,233.94,21.21M,0.23%
12/27/2022,236.96,238.7,238.93,235.83,16.69M,-0.74%
12/28/2022,234.53,236.89,239.72,234.17,17.46M,-1.03%
12/29/2022,241.01,235.65,241.92,235.65,19.77M,2.76%
12/30/2022,239.82,238.21,239.96,236.66,21.94M,-0.49%
1/3/2023,239.58,243.08,245.75,237.4,25.74M,-0.10%
1/4/2023,229.1,232.27,232.87,225.96,50.62M,-4.37%
1/5/2023,222.31,227.2,227.55,221.76,39.59M,-2.96%
1/6/2023,224.93,223,225.76,219.35,43.61M,1.18%
1/9/2023,227.12,226.45,231.24,226.41,27.37M,0.97%
1/10/2023,228.85,227.76,231.31,227.33,27.03M,0.76%
1/11/2023,235.77,231.29,235.95,231.11,28.67M,3.02%
1/12/2023,238.51,235.26,239.9,233.56,27.27M,1.16%
1/13/2023,239.23,237,239.37,234.92,21.33M,0.30%
1/17/2023,240.35,237.97,240.91,237.09,29.83M,0.47%
1/18/2023,235.81,241.57,242.38,235.52,30.03M,-1.89%
1/19/2023,231.93,233.78,235.52,230.68,28.62M,-1.65%
1/20/2023,240.22,234.85,240.74,234.51,35.39M,3.57%
1/23/2023,242.58,241.1,245.16,239.65,31.93M,0.98%
1/24/2023,242.04,242.5,243.95,240.44,40.23M,-0.22%
1/25/2023,240.61,234.48,243.3,230.9,66.53M,-0.59%
1/26/2023,248,243.65,248.31,242,33.45M,3.07%
1/27/2023,248.16,248.99,249.83,246.83,26.50M,0.06%
1/30/2023,242.71,244.51,245.6,242.2,25.87M,-2.20%
1/31/2023,247.81,243.45,247.95,242.95,26.54M,2.10%
2/1/2023,252.75,248,255.18,245.47,31.26M,1.99%
2/2/2023,264.6,258.82,264.69,257.25,39.94M,4.69%
2/3/2023,258.35,259.54,264.2,257.1,29.08M,-2.36%
2/6/2023,256.77,257.44,258.3,254.78,22.52M,-0.61%
2/7/2023,267.56,260.53,268.77,260.08,50.84M,4.20%
2/8/2023,266.73,273.2,276.76,266.21,54.69M,-0.31%
2/9/2023,263.62,273.8,273.98,262.8,42.38M,-1.17%
2/10/2023,263.1,261.53,264.09,260.66,25.82M,-0.20%
2/13/2023,271.32,267.64,274.6,267.15,44.63M,3.12%
2/14/2023,272.17,272.67,274.97,269.28,37.05M,0.31%
2/15/2023,269.32,268.32,270.73,266.18,28.96M,-1.05%
2/16/2023,262.15,264.02,266.74,261.9,29.60M,-2.66%
2/17/2023,258.06,259.39,260.09,256,30.00M,-1.56%
2/21/2023,252.67,254.48,255.49,251.59,28.40M,-2.09%
2/22/2023,251.51,254.09,254.34,250.34,22.49M,-0.46%
2/23/2023,254.77,255.56,256.84,250.48,29.22M,1.30%
2/24/2023,249.22,249.96,251,248.1,24.99M,-2.18%
2/27/2023,250.16,252.46,252.82,249.39,21.19M,0.38%
2/28/2023,249.42,249.07,251.49,248.73,22.49M,-0.30%
3/1/2023,246.27,250.76,250.93,245.79,27.57M,-1.26%
3/2/2023,251.11,246.55,251.4,245.61,24.83M,1.97%
3/3/2023,255.29,252.19,255.62,251.39,30.76M,1.66%
3/6/2023,256.87,256.42,260.12,255.98,24.11M,0.62%
3/7/2023,254.15,256.3,257.69,253.39,21.47M,-1.06%
3/8/2023,253.7,254.04,254.54,250.81,17.34M,-0.18%
3/9/2023,252.32,255.82,259.56,251.58,26.65M,-0.54%
3/10/2023,248.59,251.08,252.79,247.6,28.33M,-1.48%
3/13/2023,253.92,247.4,257.91,245.73,33.34M,2.14%
3/14/2023,260.79,256.75,261.07,255.86,33.62M,2.71%
3/15/2023,265.44,259.98,266.48,259.21,46.03M,1.78%
3/16/2023,276.2,265.2,276.56,263.28,54.83M,4.05%
3/17/2023,279.43,278.26,283.33,276.32,69.53M,1.17%
3/20/2023,272.23,276.98,277.48,269.85,43.47M,-2.58%
3/21/2023,273.78,274.88,275,269.52,34.56M,0.57%
3/22/2023,272.29,273.4,281.04,272.18,34.87M,-0.54%
3/23/2023,277.66,277.94,281.06,275.2,36.61M,1.97%
3/24/2023,280.57,277.24,280.63,275.28,28.20M,1.05%
3/27/2023,276.38,280.5,281.46,275.52,26.84M,-1.49%
3/28/2023,275.23,275.79,276.14,272.05,21.88M,-0.42%
3/29/2023,280.51,278.96,281.14,278.41,25.09M,1.92%
3/30/2023,284.05,284.23,284.46,281.48,25.05M,1.26%
3/31/2023,288.3,283.73,289.27,283,32.77M,1.50%
4/3/2023,287.23,286.52,288.27,283.95,24.88M,-0.37%
4/4/2023,287.18,287.23,290.45,285.67,25.82M,-0.02%
4/5/2023,284.34,285.85,287.15,282.92,22.06M,-0.99%
4/6/2023,291.6,283.21,292.08,282.03,29.77M,2.55%
4/10/2023,289.39,289.21,289.6,284.71,23.10M,-0.76%
4/11/2023,282.83,285.75,285.98,281.64,27.28M,-2.27%
4/12/2023,283.49,284.79,287.01,281.96,27.40M,0.23%
4/13/2023,289.84,283.59,289.9,283.17,24.22M,2.24%
4/14/2023,286.14,287,288.48,283.69,20.99M,-1.28%
4/17/2023,288.8,289.93,291.6,286.16,23.84M,0.93%
4/18/2023,288.37,291.57,291.76,287.01,20.16M,-0.15%
4/19/2023,288.45,285.99,289.05,284.54,17.15M,0.03%
4/20/2023,286.11,285.25,289.03,285.08,23.24M,-0.81%
4/21/2023,285.76,285.01,286.27,283.06,21.68M,-0.12%
4/24/2023,281.77,282.09,284.95,278.72,26.61M,-1.40%
4/25/2023,275.42,279.51,281.6,275.37,45.77M,-2.25%
4/26/2023,295.37,296.7,299.57,292.73,64.60M,7.24%
4/27/2023,304.83,295.97,305.2,295.25,46.46M,3.20%
4/28/2023,307.26,304.01,308.93,303.31,36.47M,0.80%
5/1/2023,305.56,306.97,308.6,305.15,21.29M,-0.55%
5/2/2023,305.41,307.76,309.18,303.91,26.40M,-0.05%
5/3/2023,304.4,306.62,308.61,304.09,22.36M,-0.33%
5/4/2023,305.41,306.24,307.76,303.4,22.52M,0.33%
5/5/2023,310.65,305.72,311.97,304.27,28.20M,1.72%
5/8/2023,308.65,310.13,310.2,306.09,21.32M,-0.64%
5/9/2023,307,308,310.04,306.31,21.34M,-0.53%
5/10/2023,312.31,308.62,313,307.67,30.08M,1.73%
5/11/2023,310.11,310.1,311.12,306.26,31.68M,-0.70%
5/12/2023,308.97,310.55,310.65,306.6,19.77M,-0.37%
5/15/2023,309.46,309.1,309.9,307.59,16.34M,0.16%
5/16/2023,311.74,309.83,313.71,309.83,26.73M,0.74%
5/17/2023,314,312.29,314.43,310.74,24.32M,0.72%
5/18/2023,318.52,314.53,319.04,313.72,27.28M,1.44%
5/19/2023,318.34,316.74,318.75,316.37,27.55M,-0.06%
5/22/2023,321.18,318.6,322.59,318.01,24.12M,0.89%
5/23/2023,315.26,320.03,322.72,315.25,30.80M,-1.84%
5/24/2023,313.85,314.73,316.5,312.61,23.38M,-0.45%
5/25/2023,325.92,323.24,326.9,320,43.30M,3.85%
5/26/2023,332.89,324.02,333.4,323.88,36.63M,2.14%
5/30/2023,331.21,335.23,335.74,330.52,29.50M,-0.50%
5/31/2023,328.39,332.29,335.94,327.33,45.95M,-0.85%
6/1/2023,332.58,325.93,333.53,324.72,26.77M,1.28%
6/2/2023,335.4,334.25,337.5,332.55,25.87M,0.85%
6/5/2023,335.94,335.22,338.56,334.66,21.31M,0.16%
6/6/2023,333.68,335.33,335.37,332.17,20.40M,-0.67%
6/7/2023,323.38,331.65,334.49,322.5,40.72M,-3.09%
6/8/2023,325.26,323.93,326.64,323.35,23.28M,0.58%
6/9/2023,326.79,324.99,329.99,324.41,22.53M,0.47%
6/12/2023,331.85,328.58,332.1,325.16,24.31M,1.55%
6/13/2023,334.29,334.46,336.98,330.39,22.95M,0.74%
6/14/2023,337.34,334.34,339.04,332.81,26.00M,0.91%
6/15/2023,348.1,337.48,349.84,337.2,38.90M,3.19%
6/16/2023,342.33,351.32,351.47,341.95,46.55M,-1.66%
6/20/2023,338.05,339.31,342.08,335.86,26.38M,-1.25%
6/21/2023,333.56,336.37,337.73,332.07,25.12M,-1.33%
6/22/2023,339.71,334.12,340.12,333.34,23.56M,1.84%
6/23/2023,335.02,334.36,337.96,333.45,23.15M,-1.38%
6/26/2023,328.6,333.72,336.11,328.49,21.52M,-1.92%
6/27/2023,334.57,331.86,336.15,329.3,24.35M,1.82%
6/28/2023,335.85,334.66,337.98,333.81,20.26M,0.38%
6/29/2023,335.05,334.71,336.11,332.62,17.00M,-0.24%
6/30/2023,340.54,337.75,342.73,337.2,26.83M,1.64%
7/3/2023,337.99,339.19,340.9,336.57,12.51M,-0.75%
7/5/2023,338.15,335.09,341.65,334.73,18.17M,0.05%
7/6/2023,341.27,337.3,342.99,335.5,28.20M,0.92%
7/7/2023,337.22,339.32,341.79,337,21.21M,-1.19%
7/10/2023,331.83,334.6,335.23,327.59,32.79M,-1.60%
7/11/2023,332.47,331.06,332.86,327,26.70M,0.19%
7/12/2023,337.2,336.6,341.65,335.67,30.00M,1.42%
7/13/2023,342.66,339.56,343.74,339.02,20.57M,1.62%
7/14/2023,345.24,347.59,351.43,344.31,28.35M,0.75%
7/17/2023,345.73,345.68,346.99,342.2,20.36M,0.14%
7/18/2023,359.49,345.83,366.78,342.17,64.87M,3.98%
7/19/2023,355.08,361.75,362.46,352.43,39.73M,-1.23%
7/20/2023,346.87,353.57,357.97,345.37,33.78M,-2.31%
7/21/2023,343.77,349.15,350.3,339.83,69.41M,-0.89%
7/24/2023,345.11,345.85,346.92,342.31,26.72M,0.39%
7/25/2023,350.98,347.11,351.89,345.07,41.64M,1.70%
7/26/2023,337.77,341.44,344.67,333.11,58.38M,-3.76%
7/27/2023,330.72,340.48,341.33,329.05,39.64M,-2.09%
7/28/2023,338.37,333.67,340.01,333.17,28.48M,2.31%
7/31/2023,335.92,336.92,337.7,333.36,25.45M,-0.72%
8/1/2023,336.34,335.19,338.54,333.7,18.38M,0.13%
8/2/2023,327.5,333.63,333.63,326.36,27.76M,-2.63%
8/3/2023,326.66,326,329.88,325.95,18.36M,-0.26%
8/4/2023,327.78,331.88,335.14,327.24,23.74M,0.34%
8/7/2023,330.11,328.37,331.11,327.52,17.74M,0.71%
8/8/2023,326.05,326.96,328.75,323,22.33M,-1.23%
8/9/2023,322.23,326.47,327.11,321.05,22.37M,-1.17%
8/10/2023,322.93,326.02,328.26,321.18,20.11M,0.22%
8/11/2023,321.01,320.26,322.41,319.21,24.36M,-0.59%
8/14/2023,324.04,321.39,324.06,320.08,18.84M,0.94%
8/15/2023,321.86,323,325.09,320.9,16.97M,-0.67%
8/16/2023,320.4,320.8,324.42,319.8,20.70M,-0.45%
8/17/2023,316.88,320.54,321.87,316.21,21.26M,-1.10%
8/18/2023,316.48,314.49,318.38,311.55,24.76M,-0.13%
8/21/2023,321.88,317.93,322.77,317.04,24.04M,1.71%
8/22/2023,322.46,325.5,326.08,321.46,16.10M,0.18%
8/23/2023,327,323.82,329.2,323.46,21.17M,1.41%
8/24/2023,319.97,332.85,332.98,319.96,23.28M,-2.15%
8/25/2023,322.98,321.47,325.36,318.8,21.68M,0.94%
8/28/2023,323.7,325.66,326.15,321.72,14.81M,0.22%
8/29/2023,328.41,321.88,328.98,321.88,19.28M,1.46%
8/30/2023,328.79,328.67,329.81,326.45,15.22M,0.12%
8/31/2023,327.76,329.2,330.91,326.78,26.41M,-0.31%
